fit_set_key,sdt_filename,session_root,fit_folder,base_stem,b_val,shift_free,fixation_type,n_total,n_photon_ok,n_chi2_ok,n_amp_ok,n_tau_ok,n_taumean_ok,n_final,pct_final
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0003,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0003,5,True,glu,65536,65421,65403,65536,38,65536,38,0.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0004,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0004,5,True,glu,65536,65524,65360,65536,45,65536,45,0.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0005,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0005.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0005,5,True,glu,65536,25707,55940,59478,7594,65536,10,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0006,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0006.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0006,5,True,glu,65536,64848,65384,65536,179,65536,135,0.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0007,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0007.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0007,5,True,glu,65536,65292,65365,65536,146,65536,145,0.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0008,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0008.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0008,5,True,glu,65536,61659,65104,65536,239,65536,132,0.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-2component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0009,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0009.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-2component-b5,4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0009,5,True,glu,65536,65536,65437,65536,3,65536,3,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p15_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p15_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p15_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000,5,True,glu,65536,0,58620,65340,60825,65536,0,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,glu,65536,51244,64209,65536,64884,65536,50837,77.6
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,glu,65536,63192,65145,65536,65532,65536,62853,95.9
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,glu,65536,58249,65044,65536,65532,65536,57894,88.3
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,glu,65536,40462,64596,65536,65505,65536,40126,61.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,glu,65536,63488,65188,65536,65525,65536,63230,96.5
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,glu,65536,13284,62003,65536,62602,65536,13159,20.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,glu,65536,22061,63191,65536,64137,65536,21823,33.3
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,glu,65536,18912,62951,65536,64255,65536,18669,28.5
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,glu,65536,58826,64935,65536,65512,65536,58405,89.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,glu,65536,52164,64348,65536,64984,65536,51636,78.8
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,glu,65536,52622,64595,65536,64202,65536,52195,79.6
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,glu,65536,64661,65229,65536,65535,65536,64361,98.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,glu,65536,62245,65148,65536,65486,65536,61955,94.5
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,glu,65536,55008,64813,65536,65417,65536,54468,83.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,glu,65536,64577,65259,65536,65535,65536,64349,98.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,glu,65536,17643,63672,65536,61390,65536,17542,26.8
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,glu,65536,29729,63975,65536,63545,65536,29383,44.8
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,glu,65536,29945,63785,65536,63701,65536,29512,45.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,glu,65536,63638,65164,65536,65500,65536,63325,96.6
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,glu,65536,57571,64701,65536,64952,65536,57136,87.2
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0000,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0000,5,True,glu,65536,4545,62508,65536,63676,65536,4390,6.7
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0001,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0001,5,True,glu,65536,172,62456,65536,64124,65536,167,0.3
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0002,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0002,5,True,glu,65536,50,61645,65536,62251,65536,45,0.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0003,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0003,5,True,glu,65536,30,62467,65536,63599,65536,29,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0004,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0004,5,True,glu,65536,0,62395,65536,63152,65536,0,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0005,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0005.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0005,5,True,glu,65536,5239,50615,57902,47539,65536,5102,7.8
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0006,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0006.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0006,5,True,glu,65536,5154,62992,65535,64686,65536,5029,7.7
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0007,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0007.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0007,5,True,glu,65536,0,62194,65536,63197,65536,0,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0008,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0008.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0008,5,True,glu,65536,0,61751,65536,62189,65536,0,0.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0009,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0009.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0009,5,True,glu,65536,67,62738,65536,63885,65536,67,0.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0000,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0000,5,True,glu,65536,32137,63935,65536,65288,65536,31555,48.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0001,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0001,5,True,glu,65536,31165,63903,65536,65047,65536,30524,46.6
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0002,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0002,5,True,glu,65536,9422,63029,65536,64070,65536,9166,14.0
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0003,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0003,5,True,glu,65536,14318,63505,65536,65012,65536,14067,21.5
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0004,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0004,5,True,glu,65536,1421,63033,65536,64836,65536,1376,2.1
20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sf-3component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0005,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0005.sdt,20260501_KPC_fixed_dishes_on_SLIM,batch1\fitet-sf-3component-b5,4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0005,5,True,glu,65536,9664,52835,58276,49592,65536,9568,14.6
